state,ideology,name,party
FL,0.493,"Harrell, Gayle",R
FL,0.441,"Harrison, Shawn",R
FL,0.982,"Hill, Walter Byran",R
FL,0.691,"Hudson, Matt",R
FL,0.773,"Ingoglia, Blaise",R
FL,0.785,"Ingram, Clay",R
FL,-1.278,"Jacobs, Kristin",D
FL,-1.332,"Jenne, Evan Boyd",D
FL,-1.069,"Jones, Mia",D
FL,-0.893,"Jones, Shevrin",D
FL,-0.917,"Kerner, David",D
FL,0.77,"LaRosa, Mike",R
FL,0.04,"Latvala, Chris",R
FL,-0.939,"Lee, Larry Jr.",D
FL,0.744,"Magar, MaryLynn",R
FL,0.712,"McBurney, Charles Jr.",R
FL,-1.415,"McGhee, Kionne",D
FL,0.771,"Metz, Larry",R
FL,0.271,"Miller, Mike",R
FL,0.49,"Moraitis, George Jr.",R
FL,-0.782,"Moskowitz, Jared Evan",D
FL,-0.885,"Murphy, Amanda Hickman",D
FL,-1.099,"Narain, Edwin Ed",D
FL,0.577,"Nuñez, Jeanette M",R
FL,0.802,"O'Toole, H. Marlene",R
FL,0.641,"Oliva, Jose",R
FL,-2.225,"Pafford, Mark S.",D
FL,1.317,"Perry, Warren",R
FL,0.544,"Peters, Kathleen",R
FL,0.967,"Pigman, Edwin",R
FL,0.442,"Pilon, Ray",R
FL,0.814,"Plakon, Scott",R
FL,0.239,"Plasencia, Rene",R
FL,0.795,"Porter, Elizabeth",R
FL,-1.17,"Pritchett, Sharon",D
FL,0.73,"Raburn, Jacob",R
FL,-1.141,"Rader, Kevin J.G.",D
FL,0.417,"Raschein, Holly",R
FL,0.762,"Raulerson, Daniel",R
FL,0.802,"Ray, Lake III",R
FL,-0.877,"Rehwinkel Vasilinda, Michelle",D
FL,0.734,"Renner, Paul",R
FL,-0.997,"Richardson, David",D
FL,0.693,"Roberson, Kenneth",R
FL,0.787,"Rodrigues, Ray",R
FL,-1.135,"Rogers, Hazelle",D
FL,0.645,"Rooney, Patrick Jr.",R
FL,-0.891,"Rouson, Darryl",D
FL,0.651,"Santiago, David",R
FL,-1.148,"Slosberg, Irving",D
FL,0.788,"Smith, Jimmie",R
FL,0.831,"Spano, Ross",R
FL,0.736,"Sprowls, Chris",R
FL,-1.791,"Stafford, Cynthia",D
FL,-1.095,"Stark, Richard",D
FL,0.671,"Stevenson, Cyndi",R
FL,0.984,"Stone, Charlie",R
FL,0.806,"Sullivan, Jennifer",R
FL,-0.963,"Taylor, Dwayne",D
FL,1.187,"Tobia, John",R
FL,-1.187,"Torres, Victor Manuel",D
FL,0.54,"Trujillo, Carlos",R
FL,0.466,"Trumbull, Jay",R
FL,0.547,"Van Zant, Charles",R
FL,-1.427,"Watson, Barbara",D
FL,-1.081,"Watson, Clovis Jr.",D
FL,-0.907,"Williams, Alan",D
FL,1.312,"Wood, John",R
FL,0.809,"Workman, Ritch",R
FL,0.722,"Young, Dana",R
GA,0.796,"Hawkins, Lee",R
GA,-0.654,"Oliver, Mary Margaret",D
GA,-1.403,"Abrams, Stacey",D
GA,-0.935,"Alexander, Kimberly",D
GA,1.743,"Allison, Stephen",R
GA,-1.847,"Anderson, Tonya",D
GA,1.14,"Atwood, Alex",R
GA,0.998,"Ballinger, Mandi",R
GA,1.642,"Barr, Timothy",R
GA,0.856,"Battles, Paul",R
GA,-1.352,"Bell, Simone",D
GA,1.089,"Belton, DC",R
GA,-1.6,"Bennett, Karen",D
GA,-0.57,"Bennett, Taylor J",D
GA,-0.432,"Bentley, Patty",D
GA,0.651,"Benton, Thomas",R
GA,0.806,"Beskin, Beth",R
GA,-0.609,"Beverly, James",D
GA,1.363,"Blackmon, Shaw",R
GA,0.76,"Broadrick, Bruce Sr.",R
GA,1.404,"Brockway, Buzz",R
GA,-0.818,"Brooks, Tyrone Sr.",D
GA,-0.907,"Bruce, Roger",D
GA,-0.254,"Bryant, Bob",D
GA,-0.584,"Buckner, Debbie",D
GA,0.834,"Burns, Jon",R
GA,0.852,"Caldwell, Johnnie Jr.",R
GA,1.741,"Caldwell, Michael",R
GA,-0.947,"Cannon, Park",D
GA,1.437,"Cantrell, Wesley E",R
GA,0.915,"Carson, John",R
GA,0.73,"Carter, Amy",R
GA,-1.122,"Carter, Doreen",D
GA,1.31,"Casas, David",R
GA,0.812,"Chandler, Joyce",R
GA,0.809,"Cheokas, Mike",R
GA,1.352,"Clark, David T",R
GA,1.87,"Clark, Heath N",R
GA,1.344,"Clark, Josh",R
GA,0.839,"Clark, Valerie",R
GA,0.668,"Coleman, Jr, Brooks P",R
GA,1.763,"Cooke, Kevin",R
GA,1.229,"Coomer, Christian",R
GA,0.856,"Cooper, Sharon",R
GA,0.747,"Corbett, John L",R
GA,-1.218,"Dawkins-Haigler, Dorothea",D
GA,0.873,"Deffenbaugh, John",R
GA,0.874,"Dempsey, Katie",R
GA,-0.64,"Dickerson, Pamela",D
GA,0.847,"Dickey, Robert",R
GA,0.738,"Dickson, Tom",R
GA,1,"Dollar, Matt",R
GA,-0.638,"Douglas, Demetrius",D
GA,-0.735,"Drenner, Karla",D
GA,1.317,"Dudgeon, Mike",R
GA,-0.676,"Dukes, Winfred",D
GA,1.471,"Dunahoo, Emory Jr.",R
GA,1.39,"Duncan, Geoff",R
GA,-0.115,"Ealum, Darrel B",D
GA,1.092,"Efstration, Chuck",R
GA,1.087,"Ehrhart, Earl",R
GA,0.915,"England, Terry",R
GA,0.783,"Epps, James",R
GA,-0.805,"Evans, Stacey",D
GA,1.005,"Fleming, Barry",R
GA,-0.442,"Floyd, Hugh",D
GA,-0.944,"Fludd, Virgil",D
GA,-0.903,"Frazier, Gloria",D
GA,-0.363,"Frye, Spencer",D
GA,-0.687,"Gardner, Pat",D
GA,1.046,"Gasaway, Dan",R
GA,0.812,"Geisinger, Harry",R
GA,1.627,"Gilligan, Sheri Smallwood",R
GA,-0.18,"Glanton, Mike Sr.",D
GA,0.65,"Golick, Richard",R
GA,-0.577,"Gordon, Joseph",D
GA,1.613,"Gravley, M.",R
GA,0.521,"Greene, Gerald",R
GA,1.011,"Hamilton, Mark",R
GA,0.67,"Harbin, Ben L",R
GA,0.777,"Harden, Buddy",R
GA,1.447,"Harrell, Brett",R
GA,0.814,"Hatchett, Matt",R
GA,-0.711,"Henson, Michele",D
GA,1.387,"Hightower, Dustin",R
GA,0.793,"Hitchens, Bill",R
GA,-0.646,"Holcomb, Scott",D
GA,0.851,"Holmes, Susan",R
GA,0.542,"Houston, Penny",R
GA,-0.506,"Howard, Earnestine",D
GA,-0.867,"Hugley, Carolyn Fleming",D
GA,-0.338,"Jackson, Mack",D
GA,0.887,"Jacobs, Mike",R
GA,1.064,"Jasperse, Rick",R
GA,0.898,"Jones, Jan",R
GA,0.812,"Jones, Jeff",R
GA,-0.75,"Jones, LaDawn",D
GA,-0.84,"Jones, Sheila",D
GA,-0.811,"Jordan, Darryl",D
GA,-0.558,"Kaiser, Margaret",D
GA,1.554,"Kelley, Trey",R
GA,-1.24,"Kendrick, Dar'shun",D
GA,1.292,"Kirby, Tom",R
GA,0.997,"Knight, David",R
GA,0.773,"Lariccia, Dominic F",R
GA,1.076,"Lott, Jodi",R
GA,0.843,"Lumsden, Eddie",R
GA,-0.658,"Mabra, Ronnie",D
GA,-0.581,"Marin, Pedro",D
GA,1.151,"Martin, Charles Jr.",R
GA,1.02,"Maxwell, Howard",R
GA,-0.685,"Mayo, Rahn",D
GA,0.948,"McCall, Tom",R
GA,-1.369,"McClain, Dewey",D
GA,0.874,"Meadows, John",R
GA,-1.067,"Metze, Marie Robinson",D
GA,-0.871,"Mitchell, Billy",D
GA,0.938,"Morris, Greg",R
GA,-1.215,"Mosby, Howard",D
GA,0.868,"Nimmer, Chad",R
GA,0.909,"Nix, Randy",R
GA,0.887,"O'Neal, Larry Jr.",R
GA,1.292,"Pak, BJ",R
GA,0.61,"Parrish, Larry",R
GA,0.59,"Parsons, Don",R
GA,0.921,"Peake, Allen",R
GA,0.977,"Petrea, Jesse L",R
GA,1.799,"Pezold, John",R
GA,1.454,"Pirkle, Clay",R
GA,0.761,"Powell, Alan",R
GA,0.832,"Powell, Alfred Jr.",R
GA,1.086,"Price, Betty",R
GA,-0.753,"Prince, Brian",D
GA,0.957,"Pruett, Jimmy",R
GA,1.583,"Quick, Regina",R
GA,1.451,"Raffensperger, Brad",R
GA,1.395,"Rakestraw-Braddock, Paulette",R
GA,0.91,"Ramsey, Matthew",R
GA,-0.8,"Randall, Nikki",D
GA,0.941,"Reeves, Albert T",R
GA,1.042,"Rhodes, Trey",R
GA,1.024,"Rice, Thomas",R
GA,1.064,"Roberts, Jay",R
GA,0.725,"Rogers, Carl",R
GA,1.164,"Rogers, Terry",R
GA,1.492,"Rutledge, Dale",R
GA,1.078,"Rynders, Ed",R
GA,-1.671,"Scott, Sandra",D
GA,1.113,"Setzler, Ed",R
GA,-0.806,"Sharper, Dexter",D
GA,0.841,"Shaw, Jason",R
GA,0.93,"Sims, Barbara",R
GA,-0.949,"Smith, Earnest",D
GA,0.695,"Smith, Lynn",R
GA,-0.867,"Smith, Michael",D
GA,0.859,"Smith, Richard",R
GA,-0.659,"Smyre, Calvin",D
GA,1.649,"Spencer, Jason",R
GA,-0.548,"Stephens, Edward",D
GA,0.684,"Stephens, Ron",R
GA,-1.421,"Stephenson, Pam",D
GA,-0.105,"Stovall, Valencia",D
GA,2.037,"Stover, David J",R
GA,0.983,"Strickland, Brian",R
GA,0.809,"Tankersley, Jan",R
GA,1.151,"Tanner, Kevin",R
GA,1.797,"Tarvin, Steve",R
GA,1.047,"Taylor, Darlene",R
GA,0.936,"Taylor, Tom",R
GA,-0.885,"Teague, Sharon Beasley",D
GA,1.589,"Teasley, Sam",R
GA,-0.883,"Thomas, Erica Renee",D
GA,-0.795,"Thomas, Mable Able",D
GA,-0.761,"Trammell Jr, Robert T",D
GA,1.837,"Turner, Scot",R
GA,-0.969,"Waites, Keisha",D
GA,0.732,"Watson, Sam",R
GA,1.134,"Welch, Andrew III",R
GA,0.869,"Weldon, Thomas Jr.",R
GA,1.263,"Werkheiser, William A",R
GA,-1.038,"Wilkerson, David",D
GA,0.777,"Wilkinson, Joe",R
GA,0.726,"Willard, Wendell",R
GA,-0.737,"Williams, Al",D
GA,0.606,"Williams, Chuck",R
GA,-0.953,"Williams, Earnest",D
GA,1.301,"Williamson III, Hugh B",R
GA,1.183,"Yates, John P",R
ID,1.562,"Harris, Steven",R
ID,1.661,Sims,R
ID,0.625,"Anderson, Neil",R
ID,0.865,"Anderst, Robert",R
ID,1.068,"Andrus, Ken",R
ID,1.795,"Barbieri, Vito",R
ID,0.977,"Bateman, Linden",R
ID,1.296,"Batt, Gayle",R
ID,0.923,"Bedke, Scott",R
ID,0.666,"Bell, Maxine",R
ID,0.64,"Beyeler, Merrill",R
ID,1.45,"Boyle, Judy",R
ID,0.559,"Burtenshaw, Van",R
ID,1.08,"Chaney, Greg",R
ID,1.322,"Cheatham, Don",R
ID,-0.966,"Chew, Susan",D
ID,0.932,"Clow, Lance",R
ID,0.828,"Collins, Gary",R
ID,1.224,"Crane, Brent",R
ID,1.26,"Dayley, Thomas",R
ID,1.118,"DeMordaunt, Reed",R
ID,1.514,"Dixon, Sage",R
ID,-1.115,"Erpelding, Mathew",D
ID,-0.688,"Gannon, John",D
ID,1.253,"Gestrin, Terry F.",R
ID,0.626,"Gibbs, Marc",R
ID,0.88,"Hartgen, Stephen",R
ID,1.073,"Hixon, Brandon",R
ID,1.107,"Holtzclaw, James",R
ID,0.646,"Horman, Wendy",R
ID,-0.617,"Jordan, Paulette E.",D
ID,0.588,"Kauffman, Clark",R
ID,0.888,"Kerby, Ryan",R
ID,-0.963,"King, Phylis",D
ID,-1.061,"Kloc, Hy",D
ID,1.325,"Loertscher, Thomas",R
ID,1.127,"Luker, Lynn",R
ID,0.581,"Malek, Lucas",R
ID,-1.134,"McCrostie, John",D
ID,0.657,"McDonald, Patrick",R
ID,1.829,"McMillan, Shannon",R
ID,1.474,"Mendive, Ron",R
ID,0.719,"Miller, Steven",R
ID,1.308,"Monks, Jason",R
ID,1.245,"Moyle, Mike",R
ID,2.106,"Nate, Ronald M.",R
ID,1.342,"Nielsen, Milton Sr.",R
ID,-0.465,"Nye, Marcus W.",D
ID,0.759,"Packer, Kelley",R
ID,1.366,"Palmer, Joe",R
ID,-0.668,"Pence, Donna",D
ID,0.758,"Perry, Christina",R
ID,0.875,"Raybould, Dell",R
ID,1.032,"Redman, Eric Michael",R
ID,0.673,"Romrell, Paul",R
ID,-1.03,"Rubel, Illana",D
ID,-0.148,"Rudolph, Dan",D
ID,-0.799,"Rusche, John",D
ID,2.055,"Scott, Heather",R
ID,1.376,"Shepherd, Paul",R
ID,-0.758,"Smith, Elaine",D
ID,0.944,"Thompson, Jeffrey",R
ID,0.78,"Troy, Caroline Nilsson",R
ID,1.098,"Trujillo, Janet",R
ID,1.191,"Vander Woude, John",R
ID,0.658,"VanOrden, Julie",R
ID,0.587,"Wills, Richard",R
ID,-1.76,"Wintrow, Melissa",D
ID,0.56,"Wood, Fred",R
ID,0.636,"Youngblood, Rick",R
IL,0.243,"Sandack, Ron",R
IL,-0.704,"Walsh, Lawrence Sr.",D
IL,-1.332,"Acevedo, Edward",D
IL,-1.148,"Ammons, Carol",D
IL,0.338,"Andersson, Steven A.",R
IL,-1.545,"Andrade, Jaime M.",D
IL,0.438,"Anthony, John D.",R
IL,-1.451,"Arroyo, Luis Sr.",D
IL,0.682,"Batinick, Mark",R
IL,-0.511,"Beiser, Daniel",D
IL,0.304,"Bellock, Patricia",R
IL,0.557,"Bennett, Thomas M.",R
IL,0.734,"Bourne, Avery",R
IL,-0.581,"Bradley, John",D
IL,-0.162,"Brady, Daniel",R
IL,0.343,"Brauer, Rich",R
IL,0.461,"Breen, Peter",R
IL,0.574,"Brown, Adam",R
IL,0.667,"Bryant, Terri",R
IL,-1.408,"Burke, Daniel",D
IL,-0.829,"Burke, Kelly",D
IL,0.473,"Butler, Timothy J.",R
IL,0.432,"Cabello, John",R
IL,-1.762,"Cassidy, Kelly M.",D
IL,0.929,"Cavaletto, John",R
IL,-0.137,"Cloonen, Katherine",D
IL,-0.269,"Conroy, Deborah Okeefe",D
IL,-0.177,"Costello, Jerry F.",D
IL,-0.437,"Crespo, Fred",D
IL,-1.692,"Currie, Barbara",D
IL,-1.069,"D'Amico, John",D
IL,0.817,"Davidsmeyer, Christopher D.",R
IL,-1.363,"Davis, Monique",D
IL,-1.619,"Davis, William",D
IL,-0.649,"DeLuca, Anthony",D
IL,0.515,"Demmer, Tom",R
IL,-0.114,"Drury, Scott",D
IL,-0.906,"Dunkin, Kenneth",D
IL,0.139,"Durkin, James",R
IL,-0.833,"Evans, Marcus Jr.",D
IL,-1.918,"Evans, Paul",D
IL,-1.463,"Feigenholtz, Sara",D
IL,-1.532,"Fine, Laura",D
IL,-1.49,"Flowers, Mary",D
IL,-1.592,"Ford, La Shawn",D
IL,0.326,"Fortner, Mike",R
IL,0.055,"Franks, Jack",D
IL,0.751,"Frese, Randy E.",R
IL,-1.762,"Gabel, Robyn",D
IL,-1.66,"Golar, Esther",D
IL,-0.624,"Gordon-Booth, Jehan",D
IL,-1.982,"Guzzardi, Will",D
IL,0.619,"Hammond, Norine",R
IL,-1.541,"Harper, Sonya M.",D
IL,0.21,"Harris, David",R
IL,-1.887,"Harris, Gregory S.",D
IL,0.637,"Hays, Chad",R
IL,-1.556,"Hernandez, Elizabeth",D
IL,-0.956,"Hoffman, Jay",D
IL,-0.809,"Hurley, Frances",D
IL,1.006,"Ives, Jeanne",R
IL,-1.112,"Jackson, Eddie Lee",D
IL,0.938,"Jesiel, Sheri L.",R
IL,0.391,"Jimenez, Sara Wojcicki",R
IL,-1.635,"Jones, Thaddeus",D
IL,1.274,"Kay, Dwight",R
IL,-0.262,"Kifowit, Stephanie",D
IL,-1.227,"Lang, Louis I.",D
IL,-0.873,"LaVia, Linda Chapa",D
IL,0.324,"Leitch, David",R
IL,-1.702,"Lilly, Camille Y.",D
IL,-1.377,"Madigan, Michael",D
IL,-0.436,"Manley, Natalie",D
IL,-1.19,"Martwick, Robert F.",D
IL,-0.67,"Mautino, Frank",D
IL,-0.737,"Mayfield, Rita",D
IL,-0.552,"McAsey, Emily",D
IL,-0.19,"McAuliffe, Michael",R
IL,0.441,"McDermed, Margo",R
IL,0.307,"McSweeney, David",R
IL,0.521,"Meier, Charles",R
IL,-0.146,"Mitchell, Bill",R
IL,-1.922,"Mitchell, Christian",D
IL,-0.217,"Moeller, Anna",D
IL,0.101,"Moffitt, Donald",R
IL,1.018,"Morrison, Thomas",R
IL,-0.259,"Moylan, Martin J.",D
IL,-0.39,"Mussman, Michelle",D
IL,-0.011,"Nekritz, Elaine",D
IL,0.501,"Olsen, David S.",R
IL,-0.003,"Phelps, Brandon",D
IL,0.749,"Phillips, Reginald",R
IL,0.231,"Poe, Raymond",R
IL,0.241,"Pritchard, Robert",R
IL,-1.827,"Reaves-Harris, Pamela",D
IL,1.081,"Reis, David",R
IL,-1.539,"Riley, Al",D
IL,-0.017,"Rita, Robert",D
IL,-0.333,"Scherer, Sue",D
IL,-0.235,"Sente, Carol A.",D
IL,-1.235,"Sims, Elgie Jr.",D
IL,-0.211,"Skoog, Andrew F.",D
IL,-0.475,"Smiddy, Mike",D
IL,0.767,"Sommer, Keith",R
IL,0.573,"Sosnowski, Joe",R
IL,-1.613,"Soto, Cynthia",D
IL,0.366,"Stewart, Brian W.",R
IL,0.283,"Sullivan, Ed Jr.",R
IL,-1.262,"Tabares, Silvana",D
IL,-0.487,"Thapedi, André",D
IL,0.285,"Tryon, Michael",R
IL,-1.274,"Turner, Arthur Sr.",D
IL,0.706,"Unes, Michael",R
IL,-0.005,"Verschoore, Patrick",D
IL,-0.508,"Wallace, Litesa E.",D
IL,0.432,"Wehrli, Grant",R
IL,-1.67,"Welch, Emanuel",D
IL,0.949,"Welter, David A.",R
IL,0.396,"Wheeler, Barbara",R
IL,0.571,"Wheeler, Keith R.",R
IL,-1.539,"Williams, Ann",D
IL,-0.47,"Willis, Kathleen",D
IL,0.509,"Winger, Christine Jennifer",R
IL,-0.163,"Yingling, Sam",D
IL,-1.209,"Zalewski, Michael",D
IN,-0.494,"Errington, Sue",D
IN,0.749,"Arnold, Lloyd",R
IN,-0.411,"Austin, Terri",D
IN,0.834,"Aylesworth, Micheal",R
IN,0.763,"Bacon, Ron",R
IN,0.924,"Baird, James",R
IN,-0.912,"Bartlett, John",D
IN,-0.71,"Bauer, B.",D
IN,0.993,"Behning, Robert",R
IN,0.885,"Beumer, Greg",R
IN,0.696,"Borders, Bruce",R
IN,0.898,"Bosma, Brian",R
IN,0.83,"Braun, Mike",R
IN,0.885,"Braun, Steven",R
IN,-0.915,"Brown, Charlie",D
IN,1.168,"Brown, Timothy",R
IN,0.974,"Burton, Charles",R
IN,0.759,"Carbaugh, Martin",R
IN,0.958,"Cherry, Robert",R
IN,0.874,"Clere, Edward",R
IN,0.806,"Cook, Gary",R
IN,0.807,"Cox, Casey",R
IN,0.967,"Culver, Wes",R
IN,0.843,"Davisson, Steven",R
IN,-0.49,"DeLaney, Edward",D
IN,0.749,"Dermody, Thomas",R
IN,1.019,"DeVon, Dale",R
IN,-0.5,"Dvorak, Ryan",D
IN,0.869,"Eberhart, Sean",R
IN,0.945,"Ellington, Jeff J.R.",R
IN,0.903,"Fine, William I.",R
IN,-0.409,"Forestal, Dan",D
IN,0.934,"Friend, William",R
IN,0.973,"Frizzell, David",R
IN,0.842,"Frye, Randall",R
IN,-0.377,"GiaQuinta, Philip",D
IN,-0.234,"Goodin, Terry",D
IN,0.965,"Gutwein, Douglas",R
IN,-0.263,"Hale, Christina",D
IN,0.901,"Hamm, Richard",R
IN,1.084,"Harman, Timothy P.",R
IN,-0.76,"Harris, Donna J.",D
IN,1.013,"Heaton, Bob",R
IN,1.017,"Huston, Todd",R
IN,0.795,"Judy, Christopher N.",R
IN,0.859,"Karickhoff, Mike",R
IN,-0.509,"Kersey, Clyde",D
IN,0.944,"Kirchhofer, Cindy",R
IN,-0.269,"Klinker, Sheila",D
IN,-0.625,"Lawson, Linda",D
IN,0.932,"Lehe, Donald",R
IN,1,"Lehman, Matthew",R
IN,0.951,"Leonard, Daniel",R
IN,0.957,"Lucas, Jim",R
IN,1.096,"Lyness, Randy",R
IN,-0.4,"Macer, Karlee",D
IN,0.829,"Mahan, Kevin",R
IN,0.87,"Mayfield, Peggy",R
IN,0.917,"McMillin, Jud",R
IN,0.789,"McNamara, Wendy",R
IN,1.027,"Miller, Doug",R
IN,-0.257,"Moed, Justin",D
IN,0.938,"Morris, Robert",R
IN,0.981,"Morrison, Alan",R
IN,-0.54,"Moseley, Charles",D
IN,0.893,"Negele, Sharon",R
IN,0.79,"Nisly, Curt",R
IN,0.878,"Ober, David",R
IN,0.885,"Olthoff, Julie",R
IN,-0.552,"Pelath, Scott",D
IN,-0.646,"Pierce, Matt",D
IN,-0.974,"Porter, Gregory",D
IN,0.937,"Price, John",R
IN,-0.923,"Pryor, Cherrish",D
IN,1.055,"Rhoads, Rhonda",R
IN,0.949,"Richardson, Kathy",R
IN,-0.443,"Riecken, Gail",D
IN,0.737,"Saunders, Thomas",R
IN,0.791,"Schaibley, Donna",R
IN,-0.731,"Shackleford, Robin",D
IN,0.809,"Slager, Harold",R
IN,0.917,"Smaltz, Benjamin",R
IN,0.951,"Smith, Milo",R
IN,-0.777,"Smith, Vernon",D
IN,0.725,"Soliday, Edmond",R
IN,1.07,"Speedy, Mike",R
IN,-0.162,"Stemler, Steven",D
IN,0.915,"Steuerwald, Gregory",R
IN,0.988,"Sullivan, Holli",R
IN,-0.893,"Summers, Vanessa J.",D
IN,1.04,"Thompson, Jeffrey",R
IN,1.114,"Torr, Gerald",R
IN,0.711,"Truitt, Randolph",R
IN,0.907,"Ubelhor, Matt",R
IN,1.099,"VanNatter, Heath",R
IN,0.838,"Washburne, Thomas",R
IN,1.069,"Wesco, Timothy",R
IN,0.986,"Wolkins, David",R
IN,-0.359,"Wright, Melanie",D
IN,0.944,"Zent, Dennis",R
IN,0.903,"Ziemke, Cindy",R
IA,0.715,"Bacon, Robert",R
IA,0.632,"Sexton, Mike",R
IA,-1.207,"Abdul-Samad, Ako",D
IA,-1.31,"Anderson, Marti",D
IA,0.411,"Baltimore, Chip",R
IA,0.551,"Baudler, Clel",R
IA,0.675,"Baxter, Terry",R
IA,-0.794,"Bearinger, Bruce",D
IA,-1.092,"Bennett, Liz",D
IA,-1.025,"Berry, Deborah L.",D
IA,0.831,"Best, Brian",R
IA,0.769,"Branhagen, Darrel",R
IA,-1.001,"Brown-Powers, Timi",D
IA,0.411,"Byrnes, Joshua",R
IA,0.772,"Carlson, Gary",R
IA,-1.01,"Cohoon, Dennis M.",D
IA,0.522,"Cownie, Peter",R
IA,-0.846,"Dawson, David",D
IA,0.65,"Deyoe, Dave",R
IA,0.588,"Dolecheck, Cecil",R
IA,-0.809,"Dunkel, Nancy",D
IA,-1.141,"Finkenauer, Abby",D
IA,0.644,"Fisher, Dean",R
IA,-0.827,"Forbes, John",D
IA,0.713,"Forristall, Greg",R
IA,0.936,"Fry, Joel",R
IA,-1.191,"Gaines, Ruth Ann",D
IA,-1.003,"Gaskill, Mary",D
IA,0.948,"Gassman, Tedd",R
IA,0.692,"Grassley, Patrick",R
IA,0.683,"Gustafson, Stan",R
IA,0.648,"Hagenow, Chris",R
IA,-0.752,"Hall, Christopher",D
IA,-0.869,"Hanson, Curt",D
IA,0.61,"Hanusa, Mary Ann",R
IA,0.852,"Heartsill, Greg",R
IA,0.461,"Heaton, David E.",R
IA,-1.119,"Heddens, Lisa",D
IA,0.608,"Hein, Lee",R
IA,0.914,"Highfill, Jake",R
IA,1.153,"Holt, Steven",R
IA,1.11,"Holz, Chuck",R
IA,-1.559,"Hunter, Bruce L.",D
IA,0.69,"Huseman, Daniel A.",R
IA,-1.198,"Isenhart, Charles",D
IA,-1.053,"Jacoby, David",D
IA,0.527,"Jones, Megan",R
IA,0.539,"Jorgensen, Ronald",R
IA,0.409,"Kaufmann, Bobby",R
IA,-1.113,"Kearns, Jerry A.",D
IA,-1.005,"Kelley, Daniel",D
IA,0.675,"Klein, Jarad",R
IA,0.572,"Koester, Kevin",R
IA,0.568,"Kooiker, John",R
IA,-0.971,"Kressig, Bob",D
IA,0.728,"Landon, John",R
IA,-1.382,"Lensing, Vicki S.",D
IA,-0.924,"Lykam, Jim",D
IA,-1.297,"Mascher, Mary",D
IA,0.721,"Maxwell, David",R
IA,-0.836,"McConkey, Charlie",D
IA,-1.022,"Meyer, Brian",D
IA,-0.956,"Miller, Helen",D
IA,0.592,"Miller, Linda J.",R
IA,0.663,"Mommsen, Norlin",R
IA,0.44,"Moore, Brian",R
IA,1.008,"Moore, Tom",R
IA,1.33,"Nunn, Zach",R
IA,-1.187,"Oldson, Jo",D
IA,-1.058,"Olson, Rick",D
IA,-0.811,"Ourth, Scott",D
IA,0.684,"Paulsen, Kraig",R
IA,0.622,"Paustian, Ross",R
IA,0.445,"Pettengill, Dawn E.",R
IA,-0.888,"Prichard, Todd",D
IA,0.869,"Rizer, Ken",R
IA,0.83,"Rogers, Walt",R
IA,-0.77,"Ruff, Patti",D
IA,-0.923,"Running-Marquardt, Kirsten",D
IA,0.773,"Salmon, Sandy",R
IA,0.935,"Sands, Thomas R.",R
IA,0.496,"Sheets, Larry",R
IA,0.876,"Sieck, David",R
IA,-0.983,"Smith, Mark D.",D
IA,-1.059,"Staed, Art",D
IA,0.465,"Stanerson, Quentin",R
IA,-1.095,"Steckman, Sharon S.",D
IA,-1.024,"Stutsman, Sally",D
IA,0.605,"Taylor, Rob",R
IA,-0.984,"Taylor, Todd E.",D
IA,-0.956,"Thede, Phyllis",D
IA,0.716,"Upmeyer, Linda L.",R
IA,0.707,"Vander Linden, Guy",R
IA,0.803,"Watts, Ralph C.",R
IA,-0.984,"Wessel-Kroeschell, Beth",D
IA,0.925,"Wills, John",R
IA,-1.356,"Winckler, Cindy",D
IA,0.863,"Windschitl, Matt W.",R
IA,-1.077,"Wolfe, Mary",D
IA,0.693,"Worthan, Gary",R
KS,-0.338,Helgerson,D
KS,1.08,"Merrick, Raymond",R
KS,-0.727,"Alcala, John",D
KS,0.504,"Alford, Stephen",R
KS,0.501,"Anthimides, Steven",R
KS,-0.634,"Ballard, Barbara",D
KS,0.809,"Barker, John",R
KS,1.916,"Barton, Tony",R
KS,0.234,"Becker, Steven",R
KS,0.601,"Billinger, Richard",R
KS,0.609,"Boldra, Sue",R
KS,-0.175,"Bollier, Barbara",R
KS,0.937,"Bradford, John",R
KS,-1.088,"Bridges, Carolyn",D
KS,0.727,"Bruchman, Rob",R
KS,1.131,"Brunk, Steven",R
KS,-0.707,"Burroughs, Tom",D
KS,0.376,"Campbell, Larry",R
KS,-0.826,"Carlin, Sydney",D
KS,-0.933,"Carmichael, John",D
KS,1.637,"Carpenter, Blake",R
KS,1.052,"Carpenter, Will",R
KS,1.02,"Claeys, J. R.",R
KS,-0.038,"Clark, Lonnie G.",R
KS,-0.184,"Clayton, Stephanie",R
KS,0.387,"Concannon, Susan",R
KS,0.971,"Corbet, Ken",R
KS,1.056,"Couture-Lovelady, Travis",R
KS,-0.941,"Curtis, Pam",D
KS,1.028,"Dannebohm, Jeremy",R
KS,0.975,"Davis, Erin L.",R
KS,1.204,"DeGraaf, Peter",R
KS,0.122,"Dierks, Diana",R
KS,0.051,"Doll, John",R
KS,0.962,"Dove, Willie",R
KS,0.675,"Edmonds, John",R
KS,1.636,"Esau, Keith A.",R
KS,0.767,"Estes, Bud",R
KS,0.459,"Ewy, John",R
KS,0.283,"Finch, Blaine",R
KS,-0.846,"Finney, Gail",D
